ID,Language_ID,Form,Description,Part_Of_Speech,Parameter_ID,Morpho_Segments,Stem_ID,Segments,Comment,Source,Media_ID
waijteri-head-pert,yab,waijtëri,,n,head-PERT,waijtë ri,,,,,
semopejnepeke-cry-plur-prog-intr,yab,sëmopëjnëpëkë,,vi,cry-PLUR-PROG.INTR,sëmo pëj nëpëkë,,,,,
itapeke-hear-prog-tr,yab,itapëkë,,vt,hear-PROG.TR,ita pëkë,,,,,
anajmotom-2-grandmother-pert-pl,yab,anajmotom,,n,2-grandmother-PERT-PL,a najmo ∅ tom,,,,,
peremekija-speak-neg,yab,peremekïja,,vi,speak-NEG,peremekï ja,,,,,
semejke-defend-imp,yab,semejkë,,vt,defend-IMP,semej kë,,,,,
tetopo-go-circ-nmlz,yab,tëtopo,,n,go-CIRC.NMLZ,të topo,,,,,
kaimotatopo-hunt-circ-nmlz,yab,kaimotatopo,,n,hunt-CIRC.NMLZ,kaimota topo,,,,,
nonoke-earth-prop,yab,nonoke,,adv,earth-PROP,nono ke,,,,,
yenekapeke-take-away-prog-tr,yab,yenekapëkë,,vt,take_away-PROG.TR,yeneka pëkë,,,,,
kapitan-chief,yab,kapitan,,n,chief,kapitan,,,,,
tapanaimari-3p-give-advice-ipfv,yab,tapanaimari,,vt,3P-give_advice-IPFV,ta panaima ri,,,,,
yapijton-old,yab,yapijton,,n,old,yapijton,,,,,
itanijpe-hear-agtnmlz-pst,yab,itanijpë,,n,hear-AGTNMLZ-PST,ita ni jpë,,,,,
wejpejsape-come-plur-pfv,yab,wejpëjsapë,,vi,come-PLUR-PFV,wej pëj sapë,,,,,
keyamaja-raise-neg,yab,këyamaja,,vt,raise-NEG,këyama ja,,,,,
yewuku-answer-acnnmlz,yab,yëwuku,,n,answer-ACNNMLZ,yëwuku ∅,,,,,
paka-cow,yab,paka,,n,cow,paka,,,,,
kuyuwi-bird-sp,yab,kuyuwi,,n,bird.sp,kuyuwi,,,,,
yeneke-eat-meat-imp,yab,yënëkë,,vt,eat(meat)-IMP,yënë kë,,,,,
wurijyantom-woman-pl,yab,wurijyantom,,n,woman-PL,wurijyan tom,,,,,
nwa-glute,yab,nwa,,n,glute,nwa,,,,,
chima-path,yab,chima,,n,path,chima,,,,,
pipiri-bactris-gasipaes,yab,pïpïri,,n,Bactris_gasipaes,pïpïri,,,,,
yakata-dig-out-motimp,yab,yakata,,vt,dig_out-MOTIMP,yaka ta,,,,,
tewine-3-from-1,yab,tëwïnë,,postp,3-from,të wïnë,,,,,
najmori-grandmother-pert,yab,najmori,,n,grandmother-PERT,najmo ri,,,,,
winijsaj-sleep-pfv,yab,wïnïjsaj,,vi,sleep-PFV,wïnïj saj,,,,,
senkasaj-finish-abs-nmlz,yab,sënkasaj,,n,finish-ABS.NMLZ,sënka saj,,,,,
wepejsaj-kill-plur-pfv,yab,wëpëjsaj,,vt,kill-PLUR-PFV,wë pëj saj,,,,,
epese-escape-sup,yab,epese,,adv,escape-SUP,epe se,,,,,
meresantomo-med-inan-pl,yab,mërësantomo,,pn,MED.INAN.PL,mërësantomo,,,,,
pata-village,yab,pata,,n,village,pata,,,,,
penarejpe-ancestor-pst,yab,penarëjpë,,n,ancestor-PST,penarë jpë,,,,,
mete-here,yab,mëtë,,adv,here,mëtë,,,,,
torote-cemetery,yab,torotë,,n,cemetery,torotë,,,,,
yawaranatom-yawarana-pl,yab,yawaranatom,,n,Yawarana-PL,yawarana tom,,,,,
patatejpe-village-npert-pst,yab,patatëjpë,,n,village-NPERT-PST,pata të jpë,,,,,
enirom-now-nmlz,yab,enirom,,n,now-NMLZ,eniro m,,,,,
tairi-3p-put-ipfv,yab,tairi,,vt,3P-put-IPFV,ta i ri,,,,,
ipejse-put-plur-pst,yab,ipëjse,,vt,put-PLUR-PST,i pëj se,,,,,
tepetijpe-go-plur-pst,yab,tëpëtijpë,,vi,go(PLUR)-PST,tëpëti jpë,,,,,
anta-island,yab,anta,,n,island,anta,,,,,
tepeti-go-plur-ipfv,yab,tëpëti,,vi,go(PLUR)-IPFV,tëpëti ∅,,,,,
tewara-3-like,yab,tëwara,,postp,3-like,të wara,,,,,
esepo-detrz-loc,yab,ësëpo,,postp,DETRZ-LOC,ësë po,,,,,
semeki-defend-acnnmlz,yab,semekï,,n,defend-ACNNMLZ,semekï ∅,,,,,
najpitomo-grandfather-pl,yab,najpïtomo,,n,grandfather-PL,najpï tomo,,,,,
tetojpano-go-fut-concl,yab,tëtojpano,,vi,go-FUT.CONCL,të tojpano,,,,,
sempinujsaj-close-eyes-abs-nmlz,yab,sëmpinujsaj,,n,close_eyes-ABS.NMLZ,sëmpinuj saj,,,,,
yenepetojpano-send-away-fut-concl,yab,yenepetojpano,,vt,send_away-FUT.CONCL,yenepe tojpano,,,,,
wanapu-savannah,yab,wanapu,,n,savannah,wanapu,,,,,
weretasare-arrive-imn,yab,weretasarë,,vi,arrive-IMN,wereta sarë,,,,,
sempinujsare-close-eyes-imn,yab,sëmpinujsarë,,vi,close_eyes-IMN,sëmpinuj sarë,,,,,
sempinujtopo-close-eyes-circ-nmlz,yab,sëmpinujtopo,,n,close_eyes-CIRC.NMLZ,sëmpinuj topo,,,,,
samori-cry-ipfv,yab,samori,,vi,cry-IPFV,samo ri,,,,,
yipi-mountain-pert,yab,yïpï,,n,mountain-PERT,yïpï ∅,,,,,
senkasare-finish-imn,yab,sënkasarë,,vi,finish-IMN,sënka sarë,,,,,
yipijpe-mountain-pst,yab,yïpïjpë,,n,mountain-PST,yïpï jpë,,,,,
wintika-disappear-acnnmlz,yab,wintika,,n,disappear-ACNNMLZ,wintika ∅,,,,,
parangana-pot,yab,parangana,,n,pot,parangana,,,,,
yarepejteke-bring-plur-pl-imp,yab,yarëpëjtëkë,,vt,bring-PLUR-PL-IMP,yarë pëj të kë,,,,,
yamaneri-make-acnnmlz,yab,yamanëri,,n,make-ACNNMLZ,yamanë ri,,,,,
kuruwa-coroba-palm,yab,kuruwa,,n,coroba_palm,kuruwa,,,,,
seremanepeke-eat-prog-intr,yab,seremanëpëkë,,vi,eat-PROG.INTR,serema nëpëkë,,,,,
tayojmari-3p-mix-ipfv,yab,tayojmari,,vt,3P-mix-IPFV,ta yojma ri,,,,,
tesekem-prop-name-prop-nmlz,yab,tesekem,,n,PROP-name-PROP-NMLZ,t ese ke m,,,,,
yaka-dig-out-ipfv,yab,yaka,,vt,dig_out-IPFV,yaka ∅,,,,,
yojmatopo-mix-circ-nmlz,yab,yojmatopo,,n,mix-CIRC.NMLZ,yojma topo,,,,,
kerepijke-old-dim,yab,kërëpïjkë,,n,old-DIM,kërë pïjkë,,,,,
yateno-loc-nmlz,yab,yatëno,,n,LOC-NMLZ,yatë no,,,,,
yemetopo-eat-fruits-eggs-soup-circ-nmlz,yab,yemetopo,,n,eat(fruits_eggs_soup)-CIRC.NMLZ,yeme topo,,,,,
tayamanejpe-3p-make-pst,yab,tayamanëjpë,,vt,3P-make-PST,ta yamanë jpë,,,,,
tayujwa-3p-burn-ipfv,yab,tayujwa,,vt,3P-burn-IPFV,ta yujwa ∅,,,,,
wejkari-fall-acnnmlz,yab,wëjkari,,n,fall-ACNNMLZ,wëjka ri,,,,,
yepematojpe-pay-purp,yab,yepematojpe,,advl,pay-PURP,yepema tojpe,,,,,
yokipeke-eat-starch-prog-tr,yab,yokïpëkë,,vt,eat(starch)-PROG.TR,yokï pëkë,,,,,
yamanijpe-make-pst,yab,yamanijpë,,vt,make-PST,yamani jpë,,,,,
asamo-cry-acnnmlz,yab,asamo,,n,cry-ACNNMLZ,asamo ∅,,,,,
yempekapori-offend-des-ipfv,yab,yëmpëkapori,,vt,offend-DES-IPFV,yëmpëka po ri,,,,,
empami-learn-acnnmlz,yab,ëmpamï,,n,learn-ACNNMLZ,ëmpamï ∅,,,,,
waimujnari-speak-ipfv-neg,yab,waimujnari,,vi,speak-IPFV-NEG,waimu ∅ jnari,,,,,
takerej-3-relative-pert,yab,takerej,,n,3-relative-PERT,t akere j,,,,,
wintikatojpano-disappear-fut-concl,yab,wintikatojpano,,vi,disappear-FUT.CONCL,wintika tojpano,,,,,
wintikasare-disappear-imn,yab,wintikasarë,,vi,disappear-IMN,wintika sarë,,,,,
moneka-girl-voc,yab,moneka,,n,girl.VOC,moneka,,,,,
najpitomo-grandfather-pert-pl,yab,najpïtomo,,n,grandfather-PERT-PL,najpï ∅ tomo,,,,,
wenkejsaj-forget-abs-nmlz,yab,wënkejsaj,,n,forget-ABS.NMLZ,wënkej saj,,,,,
wintikapejse-disappear-plur-pst,yab,wintikapëjse,,vi,disappear-PLUR-PST,wintika pëj se,,,,,
kukuja-answer-neg,yab,kukuja,,vt,answer-NEG,kuku ja,,,,,
iwaijte-3-head-pert,yab,iwaijtë,,n,3-head-PERT,i waijtë ∅,,,,,
waimurunpejteke-speak-plur-pl-imp,yab,waimurunpëjtëkë,,vi,speak-PLUR-PL-IMP,waimurun pëj të kë,,,,,
taitari-3p-hear-ipfv,yab,taitari,,vt,3P-hear-IPFV,ta ita ri,,,,,
waimuke-speak-imp,yab,waimukë,,vi,speak-IMP,waimu kë,,,,,
empanke-learn-imp,yab,ëmpankë,,vi,learn-IMP,ëmpan kë,,,,,
empampo-learn-des-ipfv,yab,ëmpampo,,vi,learn-DES-IPFV,ëmpam po ∅,,,,,
waimupori-speak-des-ipfv,yab,waimupori,,vi,speak-DES-IPFV,waimu po ri,,,,,
yareni-bring-agtnmlz,yab,yarëni,,n,bring-AGTNMLZ,yarë ni,,,,,
ichiyakono-3-friend-pert,yab,ichiyakono,,n,3-friend-PERT,i chiyakono ∅,,,,,
inu-3-tongue-pert,yab,inu,,n,3-tongue-PERT,i nu ∅,,,,,
wenkejtojpano-forget-fut-concl,yab,wënkejtojpano,,vi,forget-FUT.CONCL,wënkej tojpano,,,,,
tatapeke-3p-say-prog-tr,yab,tatapëkë,,vt,3P-say-PROG.TR,ta ta pëkë,,,,,
tai-say-hort,yab,tai,,vt,say-HORT,ta i,,,,,
yenta-drink-motimp,yab,yënta,,vt,drink-MOTIMP,yën ta,,,,,
yense-drink-sup,yab,yënse,,adv,drink-SUP,yën se,,,,,
imukutomo-3-child-pert-pl,yab,imukutomo,,n,3-child-PERT-PL,i muku ∅ tomo,,,,,
yanejpe-mother-pst,yab,yanëjpë,,n,mother-PST,yanë jpë,,,,,
tawejpe-3p-kill-pst,yab,tawëjpë,,vt,3P-kill-PST,ta wë jpë,,,,,
tasopikase-3p-skin-pst,yab,tasopikase,,vt,3P-skin-PST,ta sopika se,,,,,
sopikasemi-skin-ptcp-nmlz,yab,sopikasemï,,n,skin-PTCP-NMLZ,sopika se mï,,,,,
yopoja-find-neg,yab,yopoja,,vt,find-NEG,yopo ja,,,,,
yopose-find-pst,yab,yopose,,vt,find-PST,yopo se,,,,,
wontoj-enter-circ-nmlz,yab,wontoj,,n,enter-CIRC.NMLZ,won toj,,,,,
potari-mouth-pert,yab,potari,,n,mouth-PERT,pota ri,,,,,
yenese-eat-meat-sup,yab,yënëse,,adv,eat(meat)-SUP,yënë se,,,,,
makarike-cayman,yab,makarikë,,n,cayman,makarikë,,,,,
punujpe-flesh-pst,yab,punujpë,,n,flesh-PST,punu jpë,,,,,
wejpeti-come-plur-ipfv,yab,wejpëti,,vi,come-PLUR-IPFV,wej pëti ∅,,,,,
yareri-bring-ipfv,yab,yarëri,,vt,bring-IPFV,yarë ri,,,,,
yare-bring-acnnmlz,yab,yarë,,n,bring-ACNNMLZ,yarë ∅,,,,,
wereta-arrive-ipfv,yab,wereta,,vi,arrive-IPFV,wereta ∅,,,,,
taweri-3p-kill-ipfv,yab,tawëri,,vt,3P-kill-IPFV,ta wë ri,,,,,
tanemeri-3p-leave-ipfv,yab,tanëmëri,,vt,3P-leave-IPFV,ta nëmë ri,,,,,
tayareri-3p-bring-ipfv,yab,tayarëri,,vt,3P-bring-IPFV,ta yarë ri,,,,,
yoj-eat-starch-acnnmlz,yab,yoj,,n,eat(starch)-ACNNMLZ,yoj ∅,,,,,
yerema-feed-ipfv,yab,yerema,,vt,feed-IPFV,yerema ∅,,,,,
tayareja-3p-bring-neg,yab,tayarëja,,vt,3P-bring-NEG,ta yarë ja,,,,,
waruwaru-hoti,yab,waruwaru,,n,hoti,waruwaru,,,,,
tayare-3p-bring-ipfv,yab,tayarë,,vt,3P-bring-IPFV,ta yarë ∅,,,,,
tachikase-3p-bite-pst,yab,tachikase,,vt,3P-bite-PST,ta chika se,,,,,
roka-wash-ipfv,yab,roka,,vt,wash-IPFV,roka ∅,,,,,
yanijta-call-motimp,yab,yanïjta,,vt,call-MOTIMP,yanïj ta,,,,,
tapirikaja-3p-endure-neg,yab,tapïrïkaja,,vt,3P-endure-NEG,ta pïrïka ja,,,,,
tayentojpe-3p-drink-fut,yab,tayëntojpe,,vt,3P-drink-FUT,ta yën tojpe,,,,,
chikaja-bite-neg,yab,chikaja,,vt,bite-NEG,chika ja,,,,,
tanepiri-3p-bring-ipfv,yab,tanepïrï,,vt,3P-bring-IPFV,ta nepï rï,,,,,
nejpeti-bring-plur-ipfv,yab,nejpëti,,vt,bring-PLUR-IPFV,nej pëti ∅,,,,,
morono-poison,yab,morono,,n,poison,morono,,,,,
rotoro-doctor,yab,rotoro,,n,doctor,rotoro,,,,,
